Time,Spectral Centroid,Spectral Bandwidth,Spectral Flatness,Dominant Frequency,Label,Predicted Label
4.352,,,1.0000000000000069,0.0,OFDM,OFDM
4.48,,,1.0000000000000069,0.0,OFDM,OFDM
4.608,,,1.0000000000000069,0.0,OFDM,OFDM
4.736,,,1.0000000000000069,0.0,OFDM,OFDM
4.864,,,1.0000000000000069,0.0,OFDM,OFDM
4.992,,,1.0000000000000069,0.0,OFDM,OFDM
5.12,,,1.0000000000000069,0.0,OFDM,OFDM
0.0,260.7565325368035,156.61657536266,0.7769085287417946,0.0,OFDM,OFDM
0.128,261.4984837882131,162.27170675153675,0.1076467790697348,0.0,OFDM,OFDM
0.256,261.50655343999887,162.2490852116472,0.1132609469910617,0.0,OFDM,OFDM
0.384,261.5055732596796,162.23298191011077,0.1159118215345068,0.0,OFDM,OFDM
0.512,261.4999171808439,162.22528214376356,0.1141792769866931,0.0,OFDM,OFDM
0.64,261.5040421848722,162.2295202104629,0.1159202958039314,0.0,OFDM,OFDM
0.768,261.5070037974853,162.24279341924995,0.1145350482302832,0.0,OFDM,OFDM
0.896,261.5022515166381,162.2639171418484,0.1098588316181722,0.0,OFDM,OFDM
1.024,261.49168001370185,162.28329861348752,0.101306284258704,0.0,OFDM,OFDM
1.152,261.49448481557005,162.2784648117152,0.1048753746583932,0.0,OFDM,OFDM
1.2799999999999998,261.5050040789485,162.25619741798593,0.1116973818152523,0.0,OFDM,OFDM
1.408,261.50659834646785,162.23741577755234,0.1154396036469611,0.0,OFDM,OFDM
1.536,261.50214801548606,162.2269813683812,0.1154122944731329,0.0,OFDM,OFDM
1.664,261.50214801548594,162.22698136837994,0.1154122944722015,0.0,OFDM,OFDM
1.7919999999999998,261.5065983464655,162.23741577755212,0.115439603646781,0.0,OFDM,OFDM
1.92,261.53860939094,160.47726097207345,0.4879014714490903,0.0,OFDM,OFDM
2.048,266.7869050754957,158.6028756671898,0.9212446546924812,437.5,OFDM,OFDM
2.176,,,1.0000000000000069,0.0,OFDM,OFDM
2.304,,,1.0000000000000069,0.0,OFDM,OFDM
2.432,,,1.0000000000000069,0.0,OFDM,OFDM
2.56,,,1.0000000000000069,0.0,OFDM,OFDM
2.688,,,1.0000000000000069,0.0,OFDM,OFDM
2.816,,,1.0000000000000069,0.0,OFDM,OFDM
2.944,,,1.0000000000000069,0.0,OFDM,OFDM
3.072,,,1.0000000000000069,0.0,OFDM,OFDM
3.2,,,1.0000000000000069,0.0,OFDM,OFDM
3.328,,,1.0000000000000069,0.0,OFDM,OFDM
3.456,260.1992953901168,154.38727117941514,0.902210270565919,480.46875,OFDM,OFDM
3.584,261.5959325573307,161.91838681030055,0.2367458806104294,0.0,OFDM,OFDM
3.712,261.4999171808402,162.22528214376345,0.1141792769858829,0.0,OFDM,OFDM
3.84,261.5040421848775,162.229520210464,0.1159202958045477,0.0,OFDM,OFDM
3.968,262.7671990425269,158.82729336570557,0.7470876451348364,0.0,OFDM,OFDM
4.096,303.1413408066928,160.14184926815742,0.8274565651433824,433.59375,OFDM,OFDM
4.224,,,1.0000000000000069,0.0,OFDM,OFDM
4.352,,,1.0000000000000069,0.0,OFDM,OFDM
4.48,260.47524350033746,155.54303787949652,0.8400902168840498,0.0,OFDM,OFDM
4.608,261.8097493220877,162.28706360837336,0.1192003852573274,0.0,OFDM,OFDM
4.736,261.502148015499,162.22698136838045,0.1154122944707374,0.0,OFDM,OFDM
4.864,261.50214801551016,162.2269813683824,0.1154122944725032,0.0,OFDM,OFDM
4.992,263.5477626080462,158.39266521976694,0.8232413249834328,0.0,OFDM,OFDM
5.12,330.19066779785464,129.38477520816784,0.8287170842600943,500.0,OFDM,Unknown
