Time,Spectral Centroid,Spectral Bandwidth,Spectral Flatness,Dominant Frequency,Label,Predicted Label
0.0,181.366929250764,90.42091318920548,0.5025732082966005,148.4375,FSK,FSK
0.128,149.96027330575285,4.829928297573801,0.000948949647885,148.4375,FSK,FSK
0.256,149.95661563582993,4.909099054013528,0.0011087460191357,148.4375,FSK,FSK
0.384,149.25768019227849,12.19061917148567,0.0090094000485177,148.4375,FSK,FSK
0.512,103.173579819796,57.31370638926691,0.1188235298573105,50.78125,FSK,FSK
0.64,50.1088401013312,4.052858324366466,0.0002323154121103,50.78125,FSK,FSK
0.768,50.11598553691047,4.082931626804103,0.0002651502779525,50.78125,FSK,FSK
0.896,50.12897776219848,4.101752602128127,0.0002871943352137,50.78125,FSK,FSK
1.024,50.12897776219934,4.101752602171331,0.0002871943354343,50.78125,FSK,FSK
1.152,50.11598553691004,4.082931626783554,0.0002651502779138,50.78125,FSK,FSK
1.2799999999999998,50.10884010133071,4.052858324335229,0.0002323154120694,50.78125,FSK,FSK
1.408,50.11598553691,4.08293162678279,0.0002651502779137,50.78125,FSK,FSK
1.536,50.12897776219922,4.101752602164805,0.0002871943354049,50.78125,FSK,FSK
1.664,50.12897776219886,4.101752602146468,0.0002871943353108,50.78125,FSK,FSK
1.7919999999999998,50.11598553690944,4.082931626750649,0.0002651502778527,50.78125,FSK,FSK
1.92,50.10884010133065,4.052858324331631,0.0002323154120648,50.78125,FSK,FSK
2.048,50.11598553691004,4.082931626781512,0.0002651502779103,50.78125,FSK,FSK
2.176,50.12897776219894,4.101752602153443,0.0002871943353438,50.78125,FSK,FSK
2.304,50.12897776219917,4.101752602167167,0.0002871943354173,50.78125,FSK,FSK
2.432,80.01981691082146,52.00409391155916,0.0914940181471333,50.78125,FSK,FSK
2.56,126.37619699011996,49.59023184420419,0.0995288600286104,148.4375,FSK,FSK
2.688,149.96027330575276,4.829928297581234,0.0009489496479171,148.4375,FSK,FSK
2.816,149.9566156358311,4.909099054041235,0.001108746019211,148.4375,FSK,FSK
2.944,149.95661563583013,4.909099054014217,0.0011087460191413,148.4375,FSK,FSK
3.072,149.96027330575302,4.829928297579826,0.0009489496479104,148.4375,FSK,FSK
3.2,149.9547953102479,4.944110606489142,0.0011629737184074,148.4375,FSK,FSK
3.328,149.9602733057531,4.829928297580432,0.0009489496479268,148.4375,FSK,FSK
3.456,120.33039333385943,53.08386139534567,0.1109405531000265,148.4375,FSK,FSK
3.584,69.7519912605602,45.12820276253183,0.0680612643843158,50.78125,FSK,FSK
3.712,50.11598553690981,4.082931626764337,0.0002651502778799,50.78125,FSK,FSK
3.84,50.108840101329925,4.052858324302424,0.0002323154120254,50.78125,FSK,FSK
3.968,50.11598553691008,4.082931626788785,0.0002651502779236,50.78125,FSK,FSK
4.096,50.12897776219965,4.101752602187381,0.0002871943355346,50.78125,FSK,FSK
4.224,50.12897776219899,4.10175260215543,0.000287194335376,50.78125,FSK,FSK
4.352,50.11598553690964,4.082931626758039,0.0002651502778666,50.78125,FSK,FSK
4.48,100.63568737485048,57.331677522103575,0.1185908631310039,50.78125,FSK,FSK
4.608,147.4883543961389,19.96565512266224,0.0214924974197515,148.4375,FSK,FSK
4.736,149.95661563583087,4.909099054066627,0.0011087460192589,148.4375,FSK,FSK
4.864,149.95661563582988,4.909099054017072,0.0011087460191418,148.4375,FSK,FSK
4.992,180.47475953380328,89.32785332649416,0.4898833334939624,148.4375,FSK,FSK
5.12,239.97382054164896,125.95894016540451,0.9361983941618636,183.59375,FSK,OFDM
0.0,148.02994848726357,101.96505151293093,0.502579606624475,101.5625,FSK,FSK
0.128,100.0702405478942,4.783154676029929,0.0006991699789347,101.5625,FSK,FSK
0.256,100.06247876628942,4.834386835759448,0.0007658820993766,101.5625,FSK,FSK
0.384,101.19422328147115,14.14770394478954,0.0122729109590768,101.5625,FSK,FSK
0.512,157.6107384610375,57.98281301201085,0.159210738064015,199.21875,FSK,FSK
0.64,199.9036678738152,4.304362785677093,0.000914611175051,199.21875,FSK,FSK
0.768,199.9041412238824,4.274726644750595,0.0008637967798177,199.21875,FSK,FSK
0.896,199.90510466220564,4.209236857284944,0.0007221217198771,199.21875,FSK,FSK
1.024,199.9051046622056,4.209236857281148,0.0007221217198588,199.21875,FSK,FSK
1.152,199.90414122388188,4.274726644752877,0.0008637967798162,199.21875,FSK,FSK
1.2799999999999998,199.90366787381527,4.304362785695664,0.0009146111750808,199.21875,FSK,FSK
1.408,189.82289227589388,36.3689378555283,0.0721407365012441,199.21875,FSK,FSK
1.536,142.80246435248938,57.64631703501528,0.1537651749138695,101.5625,FSK,FSK
1.664,100.06247876629,4.834386835775884,0.0007658820994185,101.5625,FSK,FSK
1.7919999999999998,100.07024054789436,4.783154676043389,0.0006991699790039,101.5625,FSK,FSK
1.92,100.05849578651208,4.853048573181943,0.000777887276346,101.5625,FSK,FSK
2.048,100.0702405478937,4.783154676018391,0.0006991699788576,101.5625,FSK,FSK
2.176,100.06247876628947,4.834386835764015,0.000765882099387,101.5625,FSK,FSK
2.304,100.06247876628883,4.834386835741394,0.0007658820993331,101.5625,FSK,FSK
2.432,100.070240547894,4.783154676025791,0.0006991699789147,101.5625,FSK,FSK
2.56,100.05849578651087,4.853048573142839,0.000777887276268,101.5625,FSK,FSK
2.688,100.07024054789407,4.783154676025291,0.0006991699789123,101.5625,FSK,FSK
2.816,100.06247876628863,4.834386835737277,0.0007658820993213,101.5625,FSK,FSK
2.944,100.06247876628984,4.834386835783567,0.0007658820994299,101.5625,FSK,FSK
3.072,100.07024054789362,4.783154676011594,0.0006991699788261,101.5625,FSK,FSK
3.2,100.0584957865118,4.853048573178941,0.0007778872763374,101.5625,FSK,FSK
3.328,100.07024054789366,4.783154676021806,0.0006991699788872,101.5625,FSK,FSK
3.456,100.0624787662897,4.834386835772317,0.0007658820994064,101.5625,FSK,FSK
3.584,100.06247876628862,4.834386835737516,0.0007658820993232,101.5625,FSK,FSK
3.712,100.0702405478935,4.783154675993058,0.00069916997873,101.5625,FSK,FSK
3.84,100.05849578651193,4.853048573174895,0.0007778872763326,101.5625,FSK,FSK
3.968,100.07024054789426,4.783154676022687,0.000699169978881,101.5625,FSK,FSK
4.096,100.0624787662877,4.834386835734076,0.0007658820992999,101.5625,FSK,FSK
4.224,100.06247876628932,4.834386835751785,0.0007658820993594,101.5625,FSK,FSK
4.352,100.07024054789376,4.7831546760376265,0.000699169978938,101.5625,FSK,FSK
4.48,100.05849578651062,4.853048573176031,0.0007778872763169,101.5625,FSK,FSK
4.608,100.07024054789406,4.783154676061657,0.0006991699790972,101.5625,FSK,FSK
4.736,100.06247876628926,4.834386835756197,0.0007658820993694,101.5625,FSK,FSK
4.864,100.06247876628892,4.834386835763874,0.0007658820993795,101.5625,FSK,FSK
4.992,146.6670484661657,100.85981682328696,0.4898940706791199,101.5625,FSK,FSK
5.12,223.22613624833184,130.6724255937182,0.9373952421386637,136.71875,FSK,Unknown
0.0,249.99999999999997,79.90759544293383,0.5025201801159122,250.0,FSK,FSK
0.128,250.00000000000003,2.7621358643282994,2.1452741298021757e-08,250.0,FSK,FSK
0.256,250.0,2.762135864420625,2.1452848326917473e-08,250.0,FSK,FSK
0.384,250.0,2.7621358646904146,2.1452976558407763e-08,250.0,FSK,FSK
0.512,250.0,2.762135864695016,2.14530123936795e-08,250.0,FSK,FSK
0.64,250.00000000000003,2.762135865201594,2.1453158653111786e-08,250.0,FSK,FSK
0.768,250.00000000000009,2.762135865498803,2.145321952869218e-08,250.0,FSK,FSK
0.896,250.0,2.7621358655000865,2.1453225084111324e-08,250.0,FSK,FSK
1.024,249.99999999999972,2.762135865949591,2.145372941885647e-08,250.0,FSK,FSK
1.152,250.00000000000017,2.762135865339699,2.145308914814056e-08,250.0,FSK,FSK
1.2799999999999998,249.9999999999997,2.7621358666032148,2.1453930347930085e-08,250.0,FSK,FSK
1.408,238.68296255298424,37.9935167638035,0.0841315880449468,250.0,FSK,FSK
1.536,190.8947433145172,57.75099429768481,0.1786381976471785,148.4375,FSK,FSK
1.664,149.95661563583107,4.909099054044291,0.0011087460192175,148.4375,FSK,FSK
1.7919999999999998,149.9602733057529,4.829928297577616,0.0009489496479089,148.4375,FSK,FSK
1.92,149.954795310249,4.944110606511118,0.0011629737184631,148.4375,FSK,FSK
2.048,149.96027330575325,4.82992829758088,0.0009489496479386,148.4375,FSK,FSK
2.176,149.956615635831,4.909099054045953,0.0011087460192192,148.4375,FSK,FSK
2.304,149.9566156358312,4.909099054041703,0.001108746019213,148.4375,FSK,FSK
2.432,177.00044005751838,51.9600973981175,0.1432988292650212,148.4375,FSK,FSK
2.56,221.95988334086945,53.09421205382267,0.1567200365996554,250.0,FSK,FSK
2.688,249.99999999999972,2.7621358706387653,2.1455448146784903e-08,250.0,FSK,FSK
2.816,250.0000000000001,2.762135870601516,2.1455115692437552e-08,250.0,FSK,FSK
2.944,249.9999999999997,2.762135870313448,2.1455566811497084e-08,250.0,FSK,FSK
3.072,250.0000000000002,2.7621358703098475,2.1455098327819824e-08,250.0,FSK,FSK
3.2,249.99999999999972,2.7621358714871342,2.1455510390618564e-08,250.0,FSK,FSK
3.328,250.0000000000002,2.762135870847284,2.145506303928133e-08,250.0,FSK,FSK
3.456,215.61278339032205,56.09240494608871,0.1736524212681943,250.0,FSK,FSK
3.584,167.63471375465062,44.70961457106044,0.1072043037987073,148.4375,FSK,FSK
3.712,149.96027330575265,4.829928297578102,0.0009489496478933,148.4375,FSK,FSK
3.84,149.95479531024864,4.944110606508152,0.0011629737184525,148.4375,FSK,FSK
3.968,149.96027330575365,4.829928297586738,0.0009489496479916,148.4375,FSK,FSK
4.096,149.95661563582885,4.909099053999573,0.0011087460190913,148.4375,FSK,FSK
4.224,149.95661563582968,4.909099053980015,0.0011087460190632,148.4375,FSK,FSK
4.352,149.96027330575407,4.829928297643316,0.0009489496482562,148.4375,FSK,FSK
4.48,149.95479531024804,4.944110606482673,0.0011629737183985,148.4375,FSK,FSK
4.608,149.960273305753,4.829928297590972,0.0009489496479481,148.4375,FSK,FSK
4.736,149.95661563583087,4.909099054066627,0.0011087460192589,148.4375,FSK,FSK
4.864,149.95661563582988,4.909099054017072,0.0011087460191418,148.4375,FSK,FSK
4.992,180.47475953380328,89.32785332649416,0.4898833334939624,148.4375,FSK,FSK
5.12,239.97382054164896,125.95894016540451,0.9361983941618636,183.59375,FSK,OFDM
0.0,127.25816186928608,129.42935336721132,0.6316238057171739,0.0,OFDM,OFDM
0.128,37.10337767191053,29.18366442077333,0.000522645899381,0.0,OFDM,OFDM
0.256,37.23436010917077,29.086479489901297,0.0002172802987304,0.0,OFDM,OFDM
0.384,39.96330143674208,40.25151179691679,0.0388446616041701,0.0,OFDM,OFDM
0.512,138.798099465498,133.04835121022916,0.689036447874325,0.0,OFDM,OFDM
0.64,,,1.0000000000000069,0.0,OFDM,OFDM
0.768,,,1.0000000000000069,0.0,OFDM,OFDM
0.896,,,1.0000000000000069,0.0,OFDM,OFDM
1.024,,,1.0000000000000069,0.0,OFDM,OFDM
1.152,,,1.0000000000000069,0.0,OFDM,OFDM
1.2799999999999998,,,1.0000000000000069,0.0,OFDM,OFDM
1.408,,,1.0000000000000069,0.0,OFDM,OFDM
1.536,,,1.0000000000000069,0.0,OFDM,OFDM
1.664,,,1.0000000000000069,0.0,OFDM,OFDM
1.7919999999999998,,,1.0000000000000069,0.0,OFDM,OFDM
1.92,146.5302237783286,134.06597162065,0.7532059923714093,0.0,OFDM,OFDM
2.048,97.54173784518626,115.69897914401508,0.4697142538932524,0.0,OFDM,OFDM
2.176,37.0856506053335,29.179051973274586,0.0004938265933304,0.0,OFDM,OFDM
2.304,37.24284925776928,29.083078283740736,0.0002102538026306,0.0,OFDM,OFDM
2.432,37.138380452040735,29.15149914507269,0.0004184809728943,0.0,OFDM,OFDM
2.56,37.209934140176976,29.100168050437578,0.0002400477529035,0.0,OFDM,OFDM
2.688,37.19367153614404,29.10932960146559,0.0002652690699503,0.0,OFDM,OFDM
2.816,37.15686705317242,29.13349700067161,0.0003253707405424,0.0,OFDM,OFDM
2.944,91.43573091495117,111.53900494723024,0.4382317625701987,0.0,OFDM,OFDM
3.072,157.6886857502033,136.14409596762502,0.7980634891205157,0.0,OFDM,OFDM
3.2,,,1.0000000000000069,0.0,OFDM,OFDM
3.328,,,1.0000000000000069,0.0,OFDM,OFDM
3.456,140.7269416712949,132.90596870152754,0.7217587135298952,0.0,OFDM,OFDM
3.584,64.68385232557596,86.73186444545152,0.247460849144627,0.0,OFDM,OFDM
3.712,37.19367153614384,29.109329601465006,0.0002652690699346,0.0,OFDM,OFDM
3.84,37.20993414017705,29.100168050438374,0.0002400477529295,0.0,OFDM,OFDM
3.968,37.13838045204096,29.151499145073245,0.0004184809729049,0.0,OFDM,OFDM
4.096,37.24284925776959,29.083078283743205,0.0002102538027344,0.0,OFDM,OFDM
4.224,37.08565060533356,29.1790519732742,0.0004938265933222,0.0,OFDM,OFDM
4.352,37.24801099308326,29.08083072405368,0.0002049746409584,0.0,OFDM,OFDM
4.48,119.16034447618289,126.79095989306836,0.5994136237040492,0.0,OFDM,OFDM
4.608,166.4866506707768,137.8404119975606,0.8362570792178751,0.0,OFDM,OFDM
4.736,,,1.0000000000000069,0.0,OFDM,OFDM
4.864,,,1.0000000000000069,0.0,OFDM,OFDM
4.992,,,1.0000000000000069,0.0,OFDM,OFDM
5.12,,,1.0000000000000069,0.0,OFDM,OFDM
0.0,184.53850991327803,128.55627711604956,0.7393600577026418,0.0,OFDM,OFDM
0.128,129.23848333650884,88.45213803455381,0.0094417162582846,0.0,OFDM,OFDM
0.256,129.26492173109088,88.42964025427455,0.006262187853415,0.0,OFDM,OFDM
0.384,129.27323946925588,88.42302727020592,0.0033847948086398,0.0,OFDM,OFDM
0.512,129.2685633054947,88.42677366302388,0.0056378793039732,0.0,OFDM,OFDM
0.64,129.24764607407536,88.44604240544723,0.0096245633193084,0.0,OFDM,OFDM
0.768,129.20237007289455,88.45925226163793,0.0092728311256245,0.0,OFDM,OFDM
0.896,134.74156650194476,94.917456077608,0.1986957218767921,0.0,OFDM,OFDM
1.024,205.1303534278515,137.2619910125513,0.856227624310757,0.0,OFDM,OFDM
1.152,,,1.0000000000000069,0.0,OFDM,OFDM
1.2799999999999998,,,1.0000000000000069,0.0,OFDM,OFDM
1.408,201.46813836703544,132.50388655268682,0.9209715869988876,0.0,OFDM,OFDM
1.536,171.6892143175927,123.51295672176198,0.5782287273103073,0.0,OFDM,OFDM
1.664,129.2129735370114,88.45816123081714,0.0091554658142876,0.0,OFDM,OFDM
1.7919999999999998,129.2542426284028,88.43878579053548,0.00794394911443,0.0,OFDM,OFDM
1.92,129.27099534348974,88.42465902558402,0.0045108984580176,0.0,OFDM,OFDM
2.048,129.27252737725175,88.42351368544617,0.0038893842217123,0.0,OFDM,OFDM
2.176,129.25992686652643,88.43320049093158,0.0061933663923866,0.0,OFDM,OFDM
2.304,129.22733172999003,88.45831257816577,0.0109154927593197,0.0,OFDM,OFDM
2.432,129.20237007289637,88.45925226163801,0.0092728311260811,0.0,OFDM,OFDM
2.56,129.2476460740758,88.44604240544633,0.0096245633188525,0.0,OFDM,OFDM
2.688,129.26856330549523,88.42677366302279,0.005637879301411,0.0,OFDM,OFDM
2.816,129.2732394692571,88.42302727020729,0.0033847948177881,0.0,OFDM,OFDM
2.944,129.26492173109213,88.42964025427477,0.0062621878531291,0.0,OFDM,OFDM
3.072,129.2384833365085,88.45213803455421,0.0094417162588287,0.0,OFDM,OFDM
3.2,129.19762047563665,88.46005787432766,0.0097314511436224,0.0,OFDM,OFDM
3.328,129.23848333650878,88.45213803455478,0.0094417162580644,0.0,OFDM,OFDM
3.456,129.26492173109185,88.42964025427304,0.0062621878510266,0.0,OFDM,OFDM
3.584,129.2732394692545,88.42302727020544,0.0033847948021824,0.0,OFDM,OFDM
3.712,129.26856330549208,88.42677366302443,0.0056378793054895,0.0,OFDM,OFDM
3.84,129.24764607407377,88.44604240544848,0.0096245633206919,0.0,OFDM,OFDM
3.968,174.25582814456854,124.64630412098856,0.6878434523709414,0.0,OFDM,OFDM
4.096,255.6173739255689,140.86459050052252,0.9690059104043488,285.15625,OFDM,OFDM
4.224,,,1.0000000000000069,0.0,OFDM,OFDM
