Time,Spectral Centroid,Spectral Bandwidth,Spectral Flatness,Dominant Frequency,Label
4.4799999999999995,100.05849578651062,4.853048573176031,0.0007778872763169269,101.5625,FSK
4.608,100.07024054789406,4.783154676061657,0.0006991699790972092,101.5625,FSK
4.736,100.06247876628926,4.834386835756197,0.0007658820993694481,101.5625,FSK
4.864,100.06247876628892,4.834386835763874,0.000765882099379576,101.5625,FSK
4.992,146.6670484661657,100.85981682328696,0.4898940706791199,101.5625,FSK
5.12,223.22613624833184,130.6724255937182,0.9373952421386637,136.71875,FSK
0.0,249.99999999999994,79.90759544293383,0.5025201801159122,250.0,FSK
0.128,250.00000000000003,2.7621358643282994,2.1452741298021753e-08,250.0,FSK
0.256,250.0,2.762135864420625,2.145284832691747e-08,250.0,FSK
0.384,249.99999999999997,2.7621358646904146,2.1452976558407763e-08,250.0,FSK
0.512,250.0,2.7621358646950154,2.14530123936795e-08,250.0,FSK
0.64,250.00000000000003,2.762135865201594,2.1453158653111783e-08,250.0,FSK
0.768,250.00000000000006,2.762135865498803,2.145321952869218e-08,250.0,FSK
0.896,250.0,2.7621358655000865,2.1453225084111324e-08,250.0,FSK
1.024,249.99999999999974,2.762135865949591,2.1453729418856467e-08,250.0,FSK
1.1520000000000001,250.00000000000017,2.762135865339699,2.1453089148140562e-08,250.0,FSK
1.2799999999999998,249.99999999999972,2.7621358666032148,2.1453930347930085e-08,250.0,FSK
1.408,238.68296255298426,37.9935167638035,0.08413158804494685,250.0,FSK
1.536,190.8947433145172,57.75099429768481,0.17863819764717856,148.4375,FSK
1.6640000000000001,149.95661563583107,4.909099054044291,0.001108746019217593,148.4375,FSK
1.7919999999999998,149.96027330575293,4.829928297577616,0.0009489496479089459,148.4375,FSK
1.92,149.954795310249,4.944110606511118,0.0011629737184631803,148.4375,FSK
2.048,149.96027330575325,4.82992829758088,0.0009489496479386816,148.4375,FSK
2.1759999999999997,149.956615635831,4.909099054045953,0.0011087460192192398,148.4375,FSK
2.304,149.9566156358312,4.909099054041703,0.0011087460192130848,148.4375,FSK
2.432,177.00044005751838,51.9600973981175,0.14329882926502127,148.4375,FSK
2.56,221.95988334086945,53.09421205382267,0.15672003659965547,250.0,FSK
2.6879999999999997,249.99999999999974,2.7621358706387653,2.1455448146784903e-08,250.0,FSK
2.816,250.00000000000014,2.762135870601516,2.1455115692437552e-08,250.0,FSK
2.944,249.99999999999972,2.7621358703134478,2.1455566811497084e-08,250.0,FSK
3.072,250.0000000000002,2.7621358703098475,2.1455098327819824e-08,250.0,FSK
3.1999999999999997,249.99999999999974,2.7621358714871342,2.1455510390618564e-08,250.0,FSK
3.328,250.0000000000002,2.762135870847284,2.145506303928133e-08,250.0,FSK
3.456,215.61278339032205,56.092404946088706,0.1736524212681943,250.0,FSK
3.584,167.63471375465062,44.70961457106044,0.10720430379870731,148.4375,FSK
3.7119999999999997,149.96027330575265,4.829928297578102,0.0009489496478933334,148.4375,FSK
3.84,149.95479531024864,4.944110606508152,0.0011629737184525952,148.4375,FSK
3.968,149.96027330575365,4.829928297586738,0.0009489496479916605,148.4375,FSK
4.096,149.95661563582885,4.909099053999573,0.001108746019091361,148.4375,FSK
4.224,149.95661563582968,4.909099053980015,0.0011087460190632964,148.4375,FSK
4.352,149.96027330575407,4.829928297643316,0.0009489496482562671,148.4375,FSK
4.4799999999999995,149.95479531024804,4.944110606482673,0.001162973718398542,148.4375,FSK
4.608,149.960273305753,4.829928297590972,0.0009489496479481053,148.4375,FSK
4.736,149.95661563583087,4.909099054066627,0.0011087460192589027,148.4375,FSK
4.864,149.95661563582988,4.909099054017072,0.0011087460191418434,148.4375,FSK
4.992,180.47475953380328,89.32785332649416,0.48988333349396246,148.4375,FSK
5.12,239.97382054164896,125.95894016540451,0.9361983941618635,183.59375,FSK
