Time,Spectral Centroid,Spectral Bandwidth,Spectral Flatness,Dominant Frequency,Label
0.0,127.25816186928608,129.42935336721132,0.6316238057171739,0.0,OFDM
0.128,37.10337767191053,29.18366442077333,0.0005226458993810959,0.0,OFDM
0.256,37.23436010917077,29.086479489901297,0.0002172802987304756,0.0,OFDM
0.384,39.96330143674208,40.25151179691679,0.038844661604170196,0.0,OFDM
0.512,138.798099465498,133.04835121022916,0.689036447874325,0.0,OFDM
0.64,,,1.0000000000000067,0.0,OFDM
0.768,,,1.0000000000000067,0.0,OFDM
0.896,,,1.0000000000000067,0.0,OFDM
1.024,,,1.0000000000000067,0.0,OFDM
1.1520000000000001,,,1.0000000000000067,0.0,OFDM
1.2799999999999998,,,1.0000000000000067,0.0,OFDM
1.408,,,1.0000000000000067,0.0,OFDM
1.536,,,1.0000000000000067,0.0,OFDM
1.6640000000000001,,,1.0000000000000067,0.0,OFDM
1.7919999999999998,,,1.0000000000000067,0.0,OFDM
1.92,146.5302237783286,134.06597162065,0.7532059923714093,0.0,OFDM
2.048,97.54173784518626,115.69897914401507,0.4697142538932524,0.0,OFDM
2.1759999999999997,37.0856506053335,29.179051973274586,0.0004938265933304294,0.0,OFDM
2.304,37.24284925776928,29.083078283740736,0.00021025380263066636,0.0,OFDM
2.432,37.138380452040735,29.15149914507269,0.00041848097289438224,0.0,OFDM
2.56,37.209934140176976,29.100168050437578,0.00024004775290355942,0.0,OFDM
2.6879999999999997,37.19367153614404,29.10932960146559,0.0002652690699503764,0.0,OFDM
2.816,37.15686705317242,29.13349700067161,0.0003253707405424387,0.0,OFDM
2.944,91.43573091495115,111.53900494723024,0.4382317625701987,0.0,OFDM
3.072,157.6886857502033,136.14409596762502,0.7980634891205157,0.0,OFDM
3.1999999999999997,,,1.0000000000000067,0.0,OFDM
3.328,,,1.0000000000000067,0.0,OFDM
3.456,140.7269416712949,132.90596870152754,0.7217587135298952,0.0,OFDM
3.584,64.68385232557596,86.73186444545152,0.24746084914462704,0.0,OFDM
3.7119999999999997,37.19367153614384,29.109329601465006,0.0002652690699346965,0.0,OFDM
3.84,37.20993414017705,29.100168050438374,0.00024004775292953332,0.0,OFDM
3.968,37.138380452040956,29.151499145073245,0.00041848097290497375,0.0,OFDM
4.096,37.242849257769585,29.083078283743205,0.00021025380273448913,0.0,OFDM
4.224,37.08565060533356,29.179051973274202,0.0004938265933222656,0.0,OFDM
4.352,37.24801099308326,29.080830724053676,0.0002049746409584352,0.0,OFDM
4.4799999999999995,119.16034447618287,126.79095989306836,0.5994136237040492,0.0,OFDM
4.608,166.4866506707768,137.8404119975606,0.8362570792178751,0.0,OFDM
4.736,,,1.0000000000000067,0.0,OFDM
4.864,,,1.0000000000000067,0.0,OFDM
4.992,,,1.0000000000000067,0.0,OFDM
5.12,,,1.0000000000000067,0.0,OFDM
0.0,184.53850991327803,128.55627711604956,0.7393600577026418,0.0,OFDM
0.128,129.23848333650884,88.45213803455381,0.009441716258284613,0.0,OFDM
0.256,129.26492173109088,88.42964025427455,0.0062621878534150615,0.0,OFDM
0.384,129.27323946925588,88.42302727020592,0.0033847948086398404,0.0,OFDM
0.512,129.2685633054947,88.42677366302388,0.005637879303973231,0.0,OFDM
0.64,129.24764607407536,88.44604240544723,0.009624563319308489,0.0,OFDM
0.768,129.20237007289455,88.45925226163793,0.009272831125624596,0.0,OFDM
0.896,134.74156650194476,94.917456077608,0.19869572187679216,0.0,OFDM
1.024,205.1303534278515,137.2619910125513,0.856227624310757,0.0,OFDM
1.1520000000000001,,,1.0000000000000067,0.0,OFDM
1.2799999999999998,,,1.0000000000000067,0.0,OFDM
1.408,201.46813836703544,132.50388655268682,0.9209715869988876,0.0,OFDM
1.536,171.6892143175927,123.51295672176198,0.5782287273103073,0.0,OFDM
1.6640000000000001,129.2129735370114,88.45816123081714,0.009155465814287654,0.0,OFDM
1.7919999999999998,129.2542426284028,88.43878579053548,0.007943949114430013,0.0,OFDM
1.92,129.27099534348974,88.42465902558402,0.004510898458017625,0.0,OFDM
2.048,129.27252737725175,88.42351368544617,0.0038893842217123382,0.0,OFDM
2.1759999999999997,129.25992686652643,88.43320049093158,0.0061933663923866705,0.0,OFDM
2.304,129.22733172999003,88.45831257816577,0.01091549275931974,0.0,OFDM
2.432,129.20237007289637,88.45925226163801,0.009272831126081118,0.0,OFDM
2.56,129.2476460740758,88.44604240544633,0.009624563318852503,0.0,OFDM
2.6879999999999997,129.26856330549523,88.42677366302279,0.00563787930141103,0.0,OFDM
2.816,129.27323946925713,88.42302727020729,0.0033847948177881744,0.0,OFDM
2.944,129.26492173109213,88.42964025427477,0.006262187853129119,0.0,OFDM
3.072,129.2384833365085,88.45213803455421,0.009441716258828768,0.0,OFDM
3.1999999999999997,129.19762047563663,88.46005787432766,0.009731451143622437,0.0,OFDM
3.328,129.23848333650878,88.45213803455478,0.009441716258064486,0.0,OFDM
3.456,129.26492173109185,88.42964025427304,0.006262187851026673,0.0,OFDM
3.584,129.2732394692545,88.42302727020544,0.0033847948021824155,0.0,OFDM
3.7119999999999997,129.26856330549208,88.42677366302443,0.005637879305489534,0.0,OFDM
3.84,129.24764607407377,88.44604240544848,0.009624563320691917,0.0,OFDM
3.968,174.25582814456854,124.64630412098855,0.6878434523709414,0.0,OFDM
4.096,255.6173739255689,140.86459050052252,0.9690059104043488,285.15625,OFDM
4.224,,,1.0000000000000067,0.0,OFDM
4.352,,,1.0000000000000067,0.0,OFDM
4.4799999999999995,,,1.0000000000000067,0.0,OFDM
4.608,,,1.0000000000000067,0.0,OFDM
4.736,,,1.0000000000000067,0.0,OFDM
4.864,,,1.0000000000000067,0.0,OFDM
4.992,,,1.0000000000000067,0.0,OFDM
5.12,,,1.0000000000000067,0.0,OFDM
0.0,260.7565325368035,156.61657536266,0.7769085287417946,0.0,OFDM
0.128,261.4984837882131,162.27170675153675,0.10764677906973484,0.0,OFDM
0.256,261.50655343999887,162.2490852116472,0.11326094699106178,0.0,OFDM
0.384,261.5055732596796,162.23298191011077,0.11591182153450681,0.0,OFDM
0.512,261.4999171808439,162.22528214376356,0.1141792769866931,0.0,OFDM
0.64,261.5040421848722,162.2295202104629,0.11592029580393148,0.0,OFDM
0.768,261.5070037974853,162.24279341924995,0.11453504823028328,0.0,OFDM
0.896,261.5022515166381,162.2639171418484,0.10985883161817224,0.0,OFDM
1.024,261.49168001370185,162.28329861348752,0.10130628425870407,0.0,OFDM
1.1520000000000001,261.49448481557005,162.2784648117152,0.10487537465839322,0.0,OFDM
1.2799999999999998,261.5050040789485,162.25619741798593,0.11169738181525239,0.0,OFDM
1.408,261.50659834646785,162.23741577755234,0.11543960364696117,0.0,OFDM
1.536,261.50214801548606,162.2269813683812,0.11541229447313295,0.0,OFDM
1.6640000000000001,261.50214801548594,162.22698136837994,0.11541229447220153,0.0,OFDM
1.7919999999999998,261.5065983464655,162.23741577755212,0.115439603646781,0.0,OFDM
1.92,261.53860939094,160.47726097207345,0.4879014714490903,0.0,OFDM
2.048,266.7869050754957,158.6028756671898,0.9212446546924811,437.5,OFDM
2.1759999999999997,,,1.0000000000000067,0.0,OFDM
2.304,,,1.0000000000000067,0.0,OFDM
2.432,,,1.0000000000000067,0.0,OFDM
2.56,,,1.0000000000000067,0.0,OFDM
2.6879999999999997,,,1.0000000000000067,0.0,OFDM
2.816,,,1.0000000000000067,0.0,OFDM
2.944,,,1.0000000000000067,0.0,OFDM
3.072,,,1.0000000000000067,0.0,OFDM
3.1999999999999997,,,1.0000000000000067,0.0,OFDM
3.328,,,1.0000000000000067,0.0,OFDM
3.456,260.19929539011673,154.38727117941514,0.902210270565919,480.46875,OFDM
3.584,261.5959325573307,161.91838681030055,0.23674588061042942,0.0,OFDM
3.7119999999999997,261.4999171808402,162.22528214376345,0.11417927698588297,0.0,OFDM
3.84,261.5040421848775,162.229520210464,0.11592029580454771,0.0,OFDM
3.968,262.7671990425269,158.82729336570557,0.7470876451348364,0.0,OFDM
4.096,303.1413408066928,160.14184926815742,0.8274565651433824,433.59375,OFDM
4.224,,,1.0000000000000067,0.0,OFDM
4.352,,,1.0000000000000067,0.0,OFDM
4.4799999999999995,260.47524350033746,155.54303787949652,0.8400902168840498,0.0,OFDM
4.608,261.8097493220877,162.28706360837336,0.11920038525732742,0.0,OFDM
4.736,261.502148015499,162.22698136838045,0.11541229447073746,0.0,OFDM
4.864,261.50214801551016,162.2269813683824,0.11541229447250324,0.0,OFDM
4.992,263.5477626080462,158.39266521976694,0.8232413249834328,0.0,OFDM
5.12,330.19066779785464,129.38477520816784,0.8287170842600943,500.0,OFDM
